,Precision,Recall,F1,Support
0,1.0,0.9974358677864075,0.9987162947654724,390
1,0.9487179517745972,0.9866666793823242,0.9673203229904175,150
2,1.0,1.0,1.0,90
3,0.9734513163566589,0.9166666865348816,0.9442060589790344,120
4,0.9803921580314636,1.0,0.9900989532470703,150
5,1.0,1.0,1.0,60
6,0.97826087474823,1.0,0.9890109896659851,90
7,0.9278350472450256,1.0,0.9625668525695801,90
8,0.9523809552192688,1.0,0.9756097793579102,60
9,0.9677419066429138,1.0,0.9836065173149109,60
10,0.9890109896659851,1.0,0.9944751262664795,90
11,1.0,0.9733333587646484,0.9864864945411682,150
12,1.0,0.9589743614196777,0.9790576100349426,390
13,1.0,1.0,1.0,60
14,0.9915966391563416,0.9833333492279053,0.9874476790428162,120
15,0.9890109896659851,1.0,0.9944751262664795,90
16,0.9956709742546082,1.0,0.9978307485580444,690
17,1.0,0.9972222447395325,0.9986092448234558,360
18,0.9979209899902344,1.0,0.9989594221115112,480
19,1.0,1.0,1.0,660
20,0.9952152967453003,0.9904761910438538,0.9928401112556458,210
21,0.9523809552192688,1.0,0.9756097793579102,60
22,0.9942280054092407,0.9985507130622864,0.9963846206665039,690
23,0.9951573610305786,0.9785714149475098,0.9867947101593018,420
24,0.97826087474823,1.0,0.9890109896659851,90
25,0.9876033067703247,0.9958333373069763,0.9917013049125671,480
26,1.0,0.9333333373069763,0.9655172228813171,90
27,0.9933775067329407,1.0,0.9966777563095093,150
28,0.9977827072143555,1.0,0.9988901019096375,450
29,1.0,0.9555555582046509,0.9772727489471436,450
30,1.0,1.0,1.0,60
31,0.9986110925674438,0.9986110925674438,0.9986110925674438,720
32,1.0,0.9986666440963745,0.9993329048156738,750
33,0.9694989323616028,0.9888888597488403,0.9790979027748108,450
34,0.9984825253486633,0.9969696998596191,0.9977255463600159,660
35,0.9828392863273621,1.0,0.9913453459739685,630
36,1.0,1.0,1.0,270
37,1.0,0.9777777791023254,0.9887640476226807,180
38,0.9917355179786682,1.0,0.9958506226539612,120
39,0.9952606558799744,1.0,0.9976246953010559,210
40,1.0,1.0,1.0,150
41,0.9746376872062683,0.9962962865829468,0.9853479862213135,270
42,0.998609185218811,0.9972222447395325,0.9979152083396912,720
