,Precision,Recall,F1,Support
0,0.9848484992980957,1.0,0.9923664331436157,390
1,0.9738562107086182,0.9933333396911621,0.9834983348846436,150
2,1.0,0.9888888597488403,0.9944133758544922,90
3,1.0,0.9833333492279053,0.9915966391563416,120
4,0.9933775067329407,1.0,0.9966777563095093,150
5,1.0,1.0,1.0,60
6,1.0,1.0,1.0,90
7,0.9404761791229248,0.8777777552604675,0.9080459475517273,90
8,0.9677419066429138,1.0,0.9836065173149109,60
9,0.8823529481887817,1.0,0.9375,60
10,0.8901098966598511,0.8999999761581421,0.8950276374816895,90
11,1.0,0.9333333373069763,0.9655172228813171,150
12,0.9920844435691833,0.964102566242218,0.9778933525085449,390
13,0.9833333492279053,0.9833333492279053,0.9833333492279053,60
14,0.9916666746139526,0.9916666746139526,0.9916666746139526,120
15,0.9888888597488403,0.9888888597488403,0.9888888597488403,90
16,0.9985507130622864,0.9985507130622864,0.9985507130622864,690
17,1.0,1.0,1.0,360
18,1.0,1.0,1.0,480
19,1.0,1.0,1.0,660
20,1.0,0.9857142567634583,0.9928057789802551,210
21,1.0,1.0,1.0,60
22,0.9985443949699402,0.9942029118537903,0.996368944644928,690
23,0.9720279574394226,0.9928571581840515,0.982332170009613,420
24,1.0,0.9888888597488403,0.9944133758544922,90
25,0.9979209899902344,1.0,0.9989594221115112,480
26,1.0,0.9111111164093018,0.9534883499145508,90
27,0.9868420958518982,1.0,0.9933774471282959,150
28,0.9890109896659851,1.0,0.9944751262664795,450
29,1.0,0.9444444179534912,0.9714285731315613,450
30,1.0,1.0,1.0,60
31,0.9944751262664795,1.0,0.9972299337387085,720
32,0.9946808218955994,0.9973333477973938,0.9960052967071533,750
33,1.0,0.9666666388511658,0.9830508232116699,450
34,1.0,0.9909090995788574,0.9954338073730469,660
35,0.9457831382751465,0.9968253970146179,0.9706336855888367,630
36,1.0,1.0,1.0,270
37,0.9944751262664795,1.0,0.9972299337387085,180
38,1.0,1.0,1.0,120
39,1.0,0.9904761910438538,0.9952153563499451,210
40,1.0,1.0,1.0,150
41,0.9962825179100037,0.9925925731658936,0.994434118270874,270
42,0.9782313108444214,0.9986110925674438,0.9883161187171936,720
